,epochs,batch,lay1_siz,lay1_act,Drop1,lay2_siz,lay2_act,Drop2,lay3_siz,lay3_act,Drop3,lout_siz,lout_act,loss,optimizer,test_accur,train_accur
170,500,375,128,relu,0.3,64,relu,0.8,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
171,500,375,128,relu,0.5,64,relu,0.3,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.6600000095367432,0.7142857163293022
172,500,375,128,relu,0.5,64,relu,0.3,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.6400000095367432,0.7171428568022592
173,500,375,128,relu,0.5,64,relu,0.3,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
174,500,375,128,relu,0.5,64,relu,0.5,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.6600000095367432,0.7142857163293022
175,500,375,128,relu,0.5,64,relu,0.5,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.6399999976158142,0.7028571452413287
176,500,375,128,relu,0.5,64,relu,0.5,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
177,500,375,128,relu,0.5,64,relu,0.8,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
178,500,375,128,relu,0.5,64,relu,0.8,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
179,500,375,128,relu,0.5,64,relu,0.8,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
180,500,375,128,relu,0.8,64,relu,0.3,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.6799999976158142,0.7114285710879734
181,500,375,128,relu,0.8,64,relu,0.3,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
182,500,375,128,relu,0.8,64,relu,0.3,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
183,500,375,128,relu,0.8,64,relu,0.5,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.6400000095367432,0.7171428591864449
184,500,375,128,relu,0.8,64,relu,0.5,32,relu,0.5,2,sigmoid,categorical_crossentropy,rmsprop,0.6199999976158143,0.7028571425165449
185,500,375,128,relu,0.8,64,relu,0.5,32,relu,0.8,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
186,500,375,128,relu,0.8,64,relu,0.8,32,relu,0.3,2,sigmoid,categorical_crossentropy,rmsprop,0.5599999976158142,0.6999999996594021
